Oil price finally stand above 70,1
I want to sell my sapeng at 0.0005..faster dropped to that price lar.. Boring stock and stupid shark,-1
Armada semput..:),-1
bought Jaks at 1.25,1
Everyday say your enermy idss. Haha funny.you have no change still a dust in share market.,-1
Next week will go down to 0.27 again maybe,-1
Balless tiger hide in cave lo.... Hihi...,-1
No issues Haw Liao...Apologies accepted..Good Night... and Sweet dream..Meow...,1
"Since 26/12, Armada has been strengthening its base at a higher level, its anytime now the drive up to 60c.",1
Sapura's good time will come ... bad time shld be over soon ...,1
"All is pass , jus look the future.",1
"Speechless, everyday shorties and especially idss",-1
"This is what I believe..........  Charlie Munger's Big Lesson: Prepare for Opportunity  What is the most important personal quality an investor can have?  Patience... followed by pretty aggressive conduct. It is given to human beings who work hard at it—who look and sift the world for a mispriced bet — that they can occasionally find one. And the wise ones bet heavily when the world offers them that opportunity. They bet big when they have the odds. And the rest of the time, they don’t. It’s just that simple.",1
"Alamak, who said prepare to pay penalty of 50 million to star will disclosed how standard their are ~ haha !",-1
