"I love what kcchongnz preaches: 1. Margin of safety 2. FCF 3. Profit margin  and from myself: 1. Credibility and trustworthiness of Directors/ Major shareholders 2. Financial Strength of major shareholders  I need not explain what is Margin of Safety for Jaks. You analyse and come to a conclusion yourself.  As for FCF. Jaks generates any cash flow from its operating units? How does Jaks provide cash flow from its daily operation including millions paid to its directors every year? kcchong is definitely very good by one look at Jaks account and he will walk away.  Profit margin on its main revenue sources? What s the GROSS profit out of total Revenue? Again kcchongnz has quoted too many times why he will walk away from Sin Die (of course on receivables too).  Credibility and trustworthiness of Principal Officers managing Jaks, are you not paying any attention to how they were given millions share options (ESOS), then tens of millions of FREE shares, in addition to millions in Directors' fees? If he help Jaks to make hundreds of million profit every year like Genting, fair enough he should be rewarded accordingly. BUT when Evolve Mall is dead, Pacific Star not able to deliver VP, compensation paid to the Star, and Vietnam project yet to bring in single sen profit, he already think he deserves all the share given to him for free. Why is he so thick skin to demand all those free shares when company under his management still suffer losses due to his incompetency?  How strong is major share holders in terms of financial strength? Read list of major share holder and you will know they are as strong as WC of the meow-meow group. That could be the reason why they are so hard up to demand for free shares at the expense of minority share holders. If at all, Vietnam power project really making big money later on, won't be surprised they will find ways and means to enrich themselves further, before they will pass any left over to you......",-1
kcchong expressed interest in jaks when it was trading below RM1.00  don't everyday kcchong kcchong  you hardly know the man,-1
Market will be interesting this end of February..volatility is good for capital market..all the best market warriors..:),1
"Dont be fear, monitor it closely and decide",1
"The Group’s firm orderbook at the end of the third quarter of 2019 was approximatelyRM18.5 billion, with additional optional extensions of up to RM10.0 billion.",1
2 RM today? Why must cheat?  deMusangking yes! buy when 2.00!!!  Haha,-1
"All those Losers  drop a bit, shout & attack here and there no drop no up, shout & attack here and there up a bit, shout & attack here and there up a lot, suddenly become diam diam  and the cycle repeats again and again.....I reckon Jaks until RM3 also the Losers doing the same thing here.",-1
KYY lost a lot of $ in Jaks true or not? Can those buying become poor?,-1
dont hope la 75sen..tak sayang duit ka..mau burn finger buy la above 65sen..:),-1
Dishonest answer. No wonder drop 4 sen just like PH dishonesty to win GE14.  DK66 I believe it is the other way round. How much Star owes Jaks ?,-1
"Hello .... happy new year to old friends. Still here and will even buy some more once my money gets transferred. Too bad i missed the 40's.One thing that I see here, and that has been consistently bugging me, is the perception that prices were brought down intentionally. Even some analysts called it 'kitchen sinking.' It makes perfect sense. Insiders thought: let panic sellers give us their shares at half price. It is their decision. And they would strongly suggest that there was not much hope for reversing charges, they sell a few items/assets below value and ... watch the drop in price with satisfaction. I did not get them my shares. On the contrary, got some more. Sooner or later, reality sets in.",-1
furthermore many are still sceptical of JAKS POWER PLANT venture !!!...but with these latest photos hopefully more will be convinced !!!,-1
Dropping for no reason again,-1
"Totally agree with Pang Rm 0.60, in fact Rm 1.00 still undervalue.Armada earnings & revenue are by far superior than yinson, thus armada cannot be continue so undervalue with its improving prospect coming.",1
Buy after IPP QR why cannot wait?,1
kasih jackpot.price...,1
Someone keep selling. Block price up,-1
"Now everyone hoping it drops then can accumulate more, many hidden buyers behind I believe",1
Let's see if 30 can be breach next week...,1
You can move all your underwear to oil n gas..Super rally...Uncle YY (Dayang) will beat his enemy (jaks) soonest...100 hundreds small kids attacked an old master.Results will reveal for oil n gas!!,-1
Just buy buy buy buy and wait,1
IK 5 mil shares almost half of the whole day trading volume. 5 mil plus 2 mil IDSS = 7 mil shares WOW. 3 mil shares trade in between the public. bravo IK,1
"Tiger conman..Don't dream...45,55,75...",-1
"For a deal done, there must be a seller who think the price may fall. There must also be a buyer who think share price may move up.  If there is a powerful operator, Newton's Law of Gravity may not apply for short period of time. Just like powerful rocket propel space craft to the moon!  Japanese candle stick can cheat. Volume may be a better indication. Fred Tham's TVVA or momentum play for day trader may be more effective than 1000 days chart............",1
"if jaks really good, now already break ytd's high..why yesterday people still take profit and today sell down?",-1
Go SAPURA Go..35sen..:),1
"I m not. greedy, if Jaks up 2cent daily until Year end :)",1
??????,-1
Ok i will support with buy que...riding on 4th wave,1
just buy and wait,1
mau short 30 cents tikam angin ka ?? old shark salah short price ka ??,-1
Kcchongnz' name is quoted by ks55 ............. I don't not recall Kcchongnz making such negative remarks against Jaks,-1
"gemfinder , last year any fund manager selected dayang? Many chose CIMB ,maybank and tenaga. In fact all the 4 IBs gave a tgt price of less than rm 1.00 at the end of 2018. What was the dayang closing price on.31st Dec.2019.? A five bagger if you.compared dayang.price at 2nd Jan 2019. Are the IB stupids ?? What are the returns for cimb, maybank and tenaga?",-1
"Get ready with your cut loss strategy. Some sifu may want to use local maxima as reference, i.e. 8% off 1.32, that is cut loss at 1.21 Some sifu may want to use purchase price, i.e. 8% off 1.28, so cut loss at 1.18    Has present price triggered you to cut loss now? WIN BIG, LOSE SMALL  Safe to protect your capital as first priority if you already retired, or near to retiring.  ??x?? ??x??",-1
Big show coming...,-1
JAKS faster drop !! My Hibiscs already break even and going to sale anytime to change my universe Miss JAKS.   Hope you guy keep saying bad about JAKS ! please bring it to 1.00 and lower again !,-1
armada will down 45sen ..:P,-1
Until now Not even break 30cents.... Lousy PBN,1
"And price definitely is super undervalued now, if we compared yinson PE 33 now, and yinson got up to rm7 per share which is about pe almost 40Armada now price not even got pe 10, it's ridiculous",-1
"U see, EPF disposed and market absorbs. When EPF buys back when IDSS subside, price rocket again.",1
pangsai conman.,-1
Sapnrg collapsed . The spinning curse is really accurate.,-1
drop to 0.46 I sure sailang my bullet,-1
"not really rubbish stock, contract and fundamental still intact just that the shares issue too much. and the director paid is too high.",-1
"Morning morning. Counters related to umno will go upPrime Minister Mahathir Mohamad looks set to replace Malaysia's ruling pact with a wider coalition that includes opposition parties Umno and Parti Islam SeMalaysia (PAS), but could leave out his Pakatan Harapan (PH) allies that were voted into government at the last general election in 2018, political sources say.It is understood Tun Dr Mahathir has corralled the support of a majority of lawmakers in Parliament after a flurry of party meetings yesterday, but has yet to receive the nod from Malaysia's King, Sultan Abdullah Ri'ayatuddin, to engineer his new so-called backdoor government.The move, if successful, will thwart the succession plans of Parti Keadilan Rakyat (PKR) president Anwar Ibrahim, who is meant to take over from Dr Mahathir as prime minister under an agreement between the PH parties.",1
blow job you mean?,-1
CPECC is very very very reliable  IPP success has become new normal  Got to b something spectacular,1
kita mau tengok how celaka itu long de shit spinninglotus DogEatShit !!,-1
Tun will announce stimulus economy package on the 27th..Meow...,1
"Walao, all hell breaks loose ... Everything is falling, Crude oil price n global equities nonstop selloff ... No eye see already ...",-1
Go to read what is the meaning of facts. You tell facts and figures?  Facts is Jaks is losing money. Facts are all those already verified.  What facts and figure? All speculation and feel good (syiok-syiok sendiri)..,-1
Jadi producer pun tak naik apanama apa macam ni.,-1
"Singapire big trouble with the wuhan virus now , starting lose control.malaysia goverment still dun want to stop the worker to singapre everyday and stop sinpaporean come to malaysia.",-1
wah lau... dont play play oh..,-1
I scold this shark is stupid is because only want to sell down not push up. Like that also you consider this type of shark is your gui ren..??,1
I think eat to much maggi mee will much more dangerous than Wuhanvires...die faster.,-1
"Market loss from 14th May 2018 until 30th May 2018 by 167.11 points. Will it happen again with this current political drama. So if it happen again, market has potential to touch 1,366.80..heheehe..Malaysia Boleh..",1
"Haiz, it perform worse than AirAsia although airasia have the fresh scandal. Seems like this company is having some really bad fundamental.",-1
no cut loss for jaks...haha you must be kidding..,-1
"Dear ks55, The Law of Here and Now: We cannot be present if we are looking backward to examine what was or forward to worry about the future.  We need to free ourselves from the resentment past or worrisome future in order to capture the opportunity of present. No point keeps dwelling in the sorrowful past or fearful future; we need to live in the present.  The present facts and figures tell you the past record of JAKS is awful but the very near future of Hai Duong power plant is very bright. OTB, DK66 and others in this forum did not promote JAKS with “Sailang” or “Margin finance” likes it was promoted before.  Everyone in this forum is welcome to digest whatever information in this forum and make their own intelligent and informed decision. If you want to wait for more clarity then no one force you to buy now as you can wait till end of this year to know exactly how much profit and dividend distribution from Hai Duong power plant. And if you are still not convince than you can wait until JAKS declared dividend to the shareholders before you buy in JAKS. This is free world and you are free to make you own choices.  Thank you",1
Not slow...quite radical to turn 12billion behemoth profitable.I like the part he sacked 5sme and increase operating efficiency by 33% on kraken.That’s a no garbage policy. Sapura can exercise such degree of meritocracy?Regret didn’t buy dsonic when it was plagued with Zahid bribery scandals.Dsonic is a legit gov service provider. Some corrupted officials come ask for bride in bolehland isn’t his fault. Bottom line is look for company that’s plagued with bad sentiments without operational or material difficulty.,-1
just wondering why you love pouring cold water ??? ...you see people lose and suffer then you shiok eh ???,-1
INVINCIBLE.maybe u still young..Do not play fun with corona virusPeople are sufferingTq,-1
Buy,1
All the things price will up n up.,1
Mudajaya 0 business sense Sarifah even speculate ada element of scam,-1
"If you are willing lets take a further look into 2022 ! Jaks is given the option to acquire additional 10% of HaiDuong Power Station, making it a very significant 40% partner. The dateline is 3years from COD at a cost of about rm250M. (This is another juicy part of the contract not frequently talk about yet ) Given that projected cashflow for 2021 itself is sufficient for the acquisition..it is no brainer Jaks will make the acquisition. And I think they will do it sooner than later..probably by 2022. BTW, Jaks will have 3 board seats rep and CPECC will have 2 board seat for the first 3years. So what will be the impact ?  Net profit for 2021 (Full production and 30% stake) = RM 287 million. EPS = 287/643 = 0.446 Base on PER = 10, the target price of Jaks should be RM 4.46 in 2021.  Net profit for 2022 (Full production and 40% stake) = RM 382 million. EPS = 382/643 = 59.5 Base on PER = 10, the target price of Jaks should be RM5.95 in 2022.  When the HaiDuong plant is fully operational by 2nd half 2020 and Jaks acquired 40% stake, I suspect the PE will go well above 10 ! Anyone is free to debates the numbers or facts ,better still provides your rational or data but pls do so with a good spirit.",1
"Down 4 sen on Friday not downtrend?  OTB Jaks is still an ""up trending"" stock, NO REASON TO CUT LOSS. Base on TA, we cut loss if the stock is ""down trending"" stock.",1
wow oils shoot up 3.6%,1
"ciaksai, Are you a normal human being ? Do you feel shame to attack people when stock market is down ? You like all people to lose money and laugh at them.  You have a bad heart, hence you did not do well in your investment in KLSE. God will not bless this type of people. Wait and see what is your consequence.",-1
Oil up 4.34% wow,1
wow 1.19 buy more,1
You never know the next u see armada at 1.00 break 55,1
You want CNY angpow?Go grab Emico. Tomorrow at least 5 sen gain and hope for 4 years once 20 sen gain.,1
"Fed up, back to 0.535 again, already 1week Armada operator doing the same thing again n again",-1
"Price next minute or hour or days - 0.45 or 0.55 I can’t tell.Price in 2-3 months time after Q4 is out, almost certain to be higher than 0.50 today.Match your buy/sell decision based on your preferred holding period. If you’re a day trader trading on volatility, buy or sell both make sense depending on your speculation. If you can hold a couple months, buy seems to make more sense.",1
"It's been a while - happy new year.2020 motto remains:Relax, keep calm and continue buying on temporal dips.",1
Lotus... ada info share lerrrr... Save ppl good for you ?,1
Looks like most IDSS is focusing at my Royal Fortune ICON. Today it climbs more than 100%. It's already 48 sen..more than my Black Pearl Armada and of Course Queen Anne SapnrgMeow,1
all r join drama show.. don tell me one of them r true hero,-1
"Anne,Mummy is waiting at 30....Remember what Mummy said...""don't talk to stranger""..See you soon...",-1
"Wow, Amazing !Damn hot man Armada today ! What happend?Now Armada already traded at 0.55 (+0.015) (+2.8 %)Today probably can closed at 0.60 (+0.065) (+12.1 %)Keep it up Armada !Huat ah ! Heng ah ! Ong ah !",1
Closed at 0.500. Next week can starts accumulating more,1
rocket missing,-1
Crude oil price keep dropping ... Europe equities bloodbath ... US Dow Jones futures drop 500 pts already ...,-1
KLCI lausai 27pts in last day of 2019 ... 1st day of trading in 2020 don't know how lor ...,-1
SAPNRG pushing already! Hope you all kept your shares intact wahaha. CNY dinner coming soon!,1
Oil will trade downward and stay low for months.,-1
Morning morning. What goes down will come up. Economic slow down due to the coronavirus outbreak but it will eventually go up,-1
"Everyday shpok (annie87) say big show after 4.30pm, but no show till now, it's already a week+++, I don't believe shpok (or annie87) anymore, so I will *sell* 3.4mil shares now, if price really got up to 0.55, I will only *buy* back",-1
just buy and wait,1
No needs 5 months it has already up today...,1
SAILANG SAILANG,1
"IDSS play quite risky game. If they can’t cover their @ss on time...they can lose a lot...IDSS feed of momentary fear. Investor feed on business value. In between, are kong kam that buy high sell low. And also those make chicken feed.",-1
whether its TP 60c tomorrow or next week no problem.Janji it WILL reach RM1 soon,1
"The upward swing factor now will be OSV utilization.Petronas has significantly bumped upstream capex and demand for OSV in 2H2019, and I think Armada should benefit tremendously from this. Utilization is likely to be >80% by the end of this year and Armada can realize its full cashflow generation potential to pare down debt.Also, there's no short term liquidity pressure on Armada in the whole of 2020.On this basis, I think downside risk is very limited and the upside potential is huge, especially we have a potential Claire award incoming.Buy, hold and sit tight - bumpy as it may be, enjoy the ride.",1
Mana u guys when 46-54sen?54-64sen will go missing again. Kena tsunami sapu naik pokok kelapa.,-1
RJ87 shaky already like KYchan..heeh..all are promoting to people to buy above 50sen..and still promoting to buy while EPF dumping this stocks..:)..dahlah..dont ask people keep quiet and as if you only pandai..:),-1
Mudajaya also IPP why so cheap?,1
"no positive next quarter, still bleeding like hell....omfg..",-1
"There are so many counters to invest, not this screwed up ,,,,,,",-1
DK66 answer first how much Jaks owe Star if you are honest.,1
"Oil in bearish, unless another missile strike. Else wait until Marc lo...",-1
"The cut loss 8% is what stratergy? Should cut loss when the company change to bad future la~ Now my hibiscs going to turn green lo~ follow this 8% loss kuat kuat~  Super bright future for JAKS now, must hold !!!",1
"When ppl had stuck for long time and having huge losses will lack of confident and scared of buying. these are normal situation. Just like spinin when Sap was at high he promoted buy called, now consider is the lower and he has no confident said that might going bankrupt..",-1
30cents coming soon,1
"Only spin said that afraid of bankruptcy, obviously Sap after been restructured now has works smoothly..",1
Brent oil is up. I got full confidence on Armada then!,1
US Futures loss a lot this morning..Crude oil also..Malaysia political drama...pergh..Monday blues today..:),-1
Operator is fishing shorties to short,-1
"I just came back from dalat, Vietnam  experienced power blackout there  Vietnam needs electricity  jaks will be treated well by the authority",-1
Sell,-1
Good sign ! Good sign ! I have strong faith in Miss Jaks & believe she will perform very well from now onwards !! Despite the bomb dropped by KYY !!  Cheers !,1
"sell ur jaks and switch to krono,b4 u regret",-1
"What's wrong to cut paste? I am not interested to see what other has posted before 31 Dec 2019. I do not want to be influence by what they wrote I speak my mind I form my own opinion I got interested in Jaks only after I read Jaks was withdrawing its appeal, and prepared to pay penalty of 50 million to Star.",-1
based on data..1488 can be reach lor..,1
Let see how whether the lowest RM0.26 can be sustained.,-1
Lelong day again. 0.230 in the making,1
Calvin kor kor ?????????????????????,1
U are indeed talented short seller player. Maybe tomorrow down to 275.,-1
Most followers in this forum bought at 1.28 and above. Is it good for them to exercise cut loss strategy>  I am not referring to those who bought at 50 sen. Surely they will be laughing all the way to bank if they are selling now.  Are you the one who bought at 1.28? You will just be the cushion for those who bought at price much lower than yours.  Preserve you capital if you still want to be relevant in stock market..........,-1
cayalah SAPURA ..go SAPURA go..all the way to 32-35sen..:)..boleh makan Kentucky..McD..Kenny Rogers..semua boleh hentam.:),1
There are so many many good counters to buy now instead of sapu la la...,1
"If we believe in the company's turnaround stories, patience often prevails.And most of us longer term Armadians, are counting money now from many months of red when it tanked below 20c.",1
"why do you bother, noob. stop asking stupid dumbass question. go out with your family instead of wasting your time developing garbage. you dont have any holding, why need yo bother",-1
sigh ... still not learning ...,-1
ke55 yes we never follow old sifu.. ask all soldier person when their on war zone.. are we stick on one methods.. can soldier obey the general order? if the position will destroyed the whole army? answer is YES!!  we never use old methods any more!! cutlost just for coward.. why play trade if just to earn loser? we like to fight no to retreat..  thats only paktua view personally only.. still respect other method.. their can apply what Style their want as long their comfortable with it..    tut tut we stick with own style.. will play with own methods,-1
"Look at dayang how that counter is going.. This sapura is sleeping cause management is also sleeping... How much also good news STILL COUNTER CANNOT MOVE AT ALL... SOMETHING IS WRONG.. THEY ARE NOT TELLING THE TRUTH ON THEIR DEBTS.... DEBTS ARE VERY HIGH, CAUSING THE COUNTER CANNOT MOVE.. DO NOT WASTE YOUR TIME N MONEY ON THIS COUNTER.. THERE ARE SO MANY BETTER ONES ON BURSA",-1
"LOL. if you so sure can go 0.75, even 0.55 also good buy lar . really talk cork king",1
"Bukan ex Umno saja, tapi x der integrity, penipu, senyum kambing yang bodoh!",-1
"Take care of your position first. You cannot afford to lose in stock market. Anyway, 10k holding only, no big deal.  My ROI for my 2019 portfolio was 175%. I used all my profit to buy Jaks. I add more position again today.  Ask ciaksai any good stock to buy. None, because he did not know how to write a proper recommendation report. He did not know how to read both TA and FA report. Then what is ciaksai good at ? He is good in ciaksai and attack writers in I3 when stock market is down.",1
dammnnn it ...back to 0.275...better take profit or cut win some 1st,-1
All oil and gas counters rebounded except sapura,1
